Exam_Score,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Internet_Access,Tutoring_Sessions,School_Type,Physical_Activity,Distance_from_Home,Motivation_Level
71,94,Medium,Medium,8,Yes,1,Public,3,Near,Medium
71,96,High,Low,10,Yes,2,Public,3,Moderate,High
70,80,High,High,9,Yes,1,Public,3,Near,Low
67,88,Medium,High,5,No,2,Public,5,Moderate,Medium
60,64,Medium,Low,7,Yes,0,Public,4,Near,High
73,83,High,High,5,Yes,0,Public,4,Near,Medium
67,70,High,Low,4,Yes,1,Public,2,Near,High
62,77,Low,High,10,Yes,1,Private,3,Near,High
67,85,Medium,High,9,Yes,0,Public,3,Near,High
65,70,High,Low,6,Yes,1,Public,2,Near,Medium
61,62,Medium,Medium,9,Yes,1,Public,6,Near,Medium
61,60,High,Medium,9,No,0,Private,4,Moderate,Low
60,61,High,Medium,4,Yes,1,Private,2,Near,Low
68,60,High,High,8,Yes,4,Public,3,Near,Low
65,64,High,Medium,6,Yes,0,Public,5,Moderate,Low
67,70,High,High,8,Yes,3,Public,1,Moderate,Low
67,69,High,Low,10,Yes,2,Public,2,Near,Low
74,99,High,Medium,9,Yes,0,Private,2,Moderate,Low
64,72,Low,Medium,7,Yes,4,Public,2,Far,Low
64,65,Medium,High,9,Yes,2,Private,3,Near,Low
67,82,Medium,Low,4,Yes,2,Public,3,Near,Medium
74,94,High,High,8,Yes,6,Public,3,Far,High
69,87,Medium,Medium,8,Yes,1,Private,2,Near,High
62,72,Low,Medium,8,Yes,1,Public,2,Near,High
69,89,High,High,8,Yes,2,Public,3,Moderate,Low
68,89,High,Medium,8,Yes,1,Public,1,Far,Medium
74,87,High,Medium,4,Yes,2,Public,2,Moderate,Medium
68,95,Medium,Medium,7,Yes,4,Public,3,Far,Medium
73,95,Medium,Medium,6,Yes,2,Public,3,Near,High
70,83,Medium,Low,8,Yes,4,Public,5,Near,Low
69,77,Medium,High,9,Yes,0,Private,4,Moderate,Medium
68,86,Medium,Medium,6,Yes,2,Public,2,Far,Medium
71,93,Medium,High,5,Yes,2,Private,1,Near,High
64,60,Low,Medium,7,Yes,3,Public,2,Near,Low
71,100,Medium,Medium,5,Yes,3,Public,3,Near,Low
65,67,Medium,Medium,7,Yes,1,Public,3,Near,Medium
68,79,Low,Medium,7,Yes,1,Private,3,Near,High
67,95,Medium,High,8,Yes,1,Private,2,Near,Low
67,69,Medium,High,7,Yes,2,Public,4,Far,Medium
67,79,Medium,Low,7,Yes,2,Public,4,Near,Low
63,65,Medium,High,9,Yes,1,Public,3,Moderate,Low
68,76,Medium,Medium,7,Yes,0,Public,3,Near,Medium
66,67,High,High,6,Yes,1,Public,3,Near,Medium
67,75,Medium,Medium,7,Yes,1,Public,4,Near,High
68,75,Medium,Low,6,Yes,3,Public,2,Moderate,Medium
72,100,High,Medium,5,Yes,2,Private,3,Near,Medium
70,100,Medium,Medium,5,Yes,3,Private,3,Moderate,Low
62,65,Low,High,9,Yes,3,Public,4,Moderate,Low
69,89,Medium,Low,6,Yes,2,Public,2,Near,Medium
61,62,Medium,Low,7,Yes,0,Private,4,Near,Low
58,61,Medium,Low,7,Yes,2,Public,2,Moderate,Low
63,64,Low,Medium,7,Yes,5,Private,3,Near,Medium
71,99,High,Medium,9,No,4,Public,3,Near,High
70,98,Low,Medium,7,No,1,Public,3,Near,Low
64,68,High,Medium,6,Yes,1,Public,3,Near,Medium
63,66,High,Low,6,Yes,2,Public,1,Far,Low
63,70,High,Medium,8,Yes,1,Public,3,Near,Low
71,81,High,Low,8,Yes,2,Public,5,Near,High
65,83,Low,High,8,No,0,Public,2,Near,Medium
68,69,High,High,7,Yes,2,Public,2,Moderate,Low
70,90,Medium,High,5,No,1,Private,3,Moderate,High
68,72,High,High,8,Yes,3,Public,3,Far,Medium
69,97,Medium,High,7,No,3,Private,1,Moderate,Medium
70,86,Medium,Medium,7,Yes,0,Public,5,Near,Medium
67,77,High,Medium,5,Yes,0,Private,3,Near,Low
69,92,Low,High,6,Yes,2,Public,2,Near,Medium
73,93,Low,Medium,6,Yes,2,Public,3,Moderate,Low
68,72,Medium,Medium,8,Yes,3,Public,3,Moderate,Low
67,74,High,Medium,8,Yes,2,Public,2,Far,Medium
67,97,Medium,High,7,Yes,0,Private,4,Moderate,Low
64,67,Medium,High,8,Yes,2,Private,3,Near,Medium
63,62,High,Medium,9,Yes,2,Public,2,Near,Medium
67,78,Low,High,8,No,1,Private,5,Near,Medium
70,92,Medium,High,8,Yes,1,Public,2,Near,Medium
71,91,High,Medium,6,Yes,1,Public,3,Near,High
74,97,Medium,High,6,Yes,1,Private,2,Near,High
70,81,Medium,High,9,Yes,2,Public,3,Near,High
59,64,Low,Low,6,Yes,1,Public,2,Moderate,Medium
64,84,Low,Medium,8,Yes,0,Private,3,Near,Medium
67,91,Low,Medium,10,Yes,2,Public,3,Near,Low
63,64,Medium,Medium,8,Yes,1,Public,3,Near,Medium
66,67,Low,High,7,Yes,5,Public,2,Near,Medium
62,60,Medium,Medium,5,Yes,1,Private,4,Far,Medium
65,84,Low,Medium,7,Yes,3,Public,3,Near,Medium
73,95,High,High,9,Yes,3,Public,4,Far,Medium
70,87,High,High,7,Yes,1,Public,2,Near,High
62,99,Medium,Low,9,Yes,0,Public,4,Near,Low
68,63,Medium,High,8,No,2,Public,5,Near,Medium
74,96,High,Low,7,Yes,1,Public,3,Near,Medium
96,93,Medium,Medium,7,Yes,2,Private,4,Near,Low
66,73,High,High,5,Yes,1,Public,2,Moderate,High
69,99,Low,High,6,No,0,Public,4,Near,Medium
70,72,High,High,6,Yes,1,Public,3,Near,Medium
73,96,Medium,Low,8,Yes,2,Private,3,Near,Medium
69,95,Low,Low,7,Yes,1,Public,2,Near,Low
71,90,High,High,9,Yes,1,Private,4,Far,Medium
65,83,High,Low,7,No,0,Public,2,Moderate,Low
62,65,Medium,Low,6,Yes,1,Public,3,Near,Medium
69,81,High,High,6,Yes,1,Public,3,Near,Low
65,74,Low,Medium,6,Yes,3,Public,2,Near,High
68,92,Medium,Medium,7,Yes,1,Public,2,Far,Medium
65,90,Low,Low,6,Yes,1,Public,3,Near,High
72,96,Medium,High,5,Yes,4,Private,1,Moderate,Medium
67,61,High,High,9,Yes,2,Private,4,Near,Medium
68,92,Medium,Low,7,Yes,2,Private,2,Far,Medium
68,98,Low,Medium,7,No,0,Public,3,Near,Medium
66,92,Medium,Medium,6,No,2,Private,3,Near,Low
62,65,Medium,High,5,Yes,0,Private,2,Moderate,High
65,63,Medium,Medium,7,Yes,2,Public,4,Far,Medium
60,61,Low,High,4,Yes,1,Private,5,Far,High
70,85,High,Medium,8,Yes,2,Private,4,Moderate,Medium
68,85,Medium,Medium,6,Yes,1,Public,1,Moderate,Low
72,99,Medium,High,7,Yes,1,Public,3,Near,Low
63,76,Medium,Medium,8,Yes,2,Public,2,Moderate,Medium
63,73,Medium,High,7,Yes,1,Private,1,Moderate,Low
67,85,Low,Medium,5,Yes,1,Public,2,Near,Low
69,97,Medium,Medium,5,Yes,2,Public,3,Near,Low
75,92,High,Medium,4,Yes,1,Public,4,Near,Low
67,77,Low,Medium,8,Yes,0,Public,3,Moderate,High
69,85,High,High,5,Yes,2,Public,3,Near,Medium
65,94,Low,Medium,9,Yes,0,Public,2,Near,Low
65,80,Low,High,8,No,2,Public,4,Near,Medium
63,69,Medium,Medium,7,Yes,1,Public,4,Near,Low
65,67,Low,Medium,6,Yes,2,Private,4,Near,Medium
58,60,Medium,Low,6,Yes,0,Public,2,Far,Medium
70,89,High,High,6,Yes,0,Private,3,Moderate,Low
66,64,Low,Low,6,Yes,1,Public,5,Moderate,Medium
63,70,Medium,Low,9,No,2,Public,2,Near,Medium
62,72,Medium,Low,6,Yes,1,Private,3,Far,Low
69,82,Medium,Medium,8,Yes,2,Private,3,Moderate,High
66,76,Medium,Medium,9,Yes,1,Public,3,Near,High
68,87,High,Low,6,Yes,0,Public,2,Moderate,Medium
62,62,Low,Medium,8,Yes,2,Public,2,Far,Low
64,65,High,Medium,6,Yes,0,Public,4,Near,Medium
65,80,Medium,High,7,No,0,Public,2,Near,Low
64,73,Medium,High,6,Yes,2,Private,3,Far,Low
65,72,Medium,Medium,6,Yes,2,Public,3,Near,High
65,63,Medium,Medium,7,Yes,3,Private,4,Moderate,Low
70,96,Low,Medium,5,Yes,0,Public,3,Near,Medium
71,88,Low,High,8,Yes,2,Private,3,Near,High
65,65,Medium,Medium,5,Yes,2,Public,3,Moderate,Low
67,63,High,Medium,5,No,1,Public,4,Near,Medium
68,99,Low,High,7,No,4,Public,2,Moderate,High
73,87,High,High,6,Yes,1,Public,4,Near,Low
64,77,Medium,High,8,Yes,0,Public,4,Near,Medium
71,88,High,High,7,No,3,Private,1,Near,Low
70,90,Medium,High,5,Yes,2,Private,2,Near,Medium
68,91,Low,High,8,Yes,4,Public,1,Near,Medium
68,79,High,Medium,7,Yes,2,Private,4,Moderate,Medium
68,77,Low,High,7,Yes,3,Public,3,Far,Medium
59,60,Medium,High,10,Yes,0,Private,3,Moderate,Low
74,97,Medium,Medium,9,Yes,2,Private,4,Near,Medium
62,84,Medium,Medium,7,No,1,Public,3,Moderate,Low
64,68,High,Low,5,Yes,2,Public,3,Far,High
76,97,High,High,5,Yes,0,Public,2,Near,Medium
70,97,High,Medium,9,Yes,2,Public,2,Near,Medium
69,100,High,Medium,6,No,0,Public,5,Near,Medium
69,95,Medium,Medium,7,No,0,Public,2,Near,High
74,100,Low,High,5,No,4,Public,3,Far,Medium
62,70,High,Medium,8,No,2,Public,2,Near,Low
70,94,Medium,Medium,9,Yes,2,Public,3,Moderate,High
71,93,Low,Medium,9,No,4,Public,3,Near,Medium
68,69,Medium,Low,6,Yes,4,Public,2,Near,Low
66,64,High,Low,8,Yes,3,Private,3,Near,Low
67,99,Low,Medium,7,Yes,3,Public,3,Far,High
71,72,High,Medium,8,Yes,3,Private,4,Near,Low
74,95,Medium,Medium,7,Yes,3,Public,1,Moderate,Medium
65,60,Low,Medium,6,Yes,3,Public,2,Near,Low
60,61,High,Low,9,Yes,1,Private,3,Moderate,Medium
69,79,High,High,7,Yes,2,Public,2,Moderate,Low
65,70,Medium,Medium,6,Yes,2,Private,3,Moderate,Low
69,88,Medium,Low,7,Yes,3,Public,2,Near,Medium
70,83,Medium,Low,6,Yes,1,Public,4,Near,High
65,63,High,Low,8,Yes,0,Private,1,Near,Medium
57,67,Low,Low,7,Yes,0,Public,4,Far,Low
68,76,Medium,Medium,6,Yes,0,Public,2,Near,Low
67,67,High,High,10,Yes,2,Public,3,Near,Medium
70,92,Medium,Medium,5,Yes,2,Private,4,Near,Medium
68,77,Medium,Medium,8,Yes,1,Public,3,Near,Medium
62,64,High,High,7,Yes,1,Public,1,Moderate,Medium
67,79,High,Medium,5,Yes,1,Public,5,Far,Medium
66,64,High,High,6,Yes,0,Private,1,Near,Medium
60,65,Medium,Low,5,Yes,2,Public,2,Far,Medium
65,70,High,Low,10,Yes,0,Public,2,Moderate,Low
75,94,High,Medium,7,Yes,1,Public,2,Near,Medium
67,97,Low,Medium,7,Yes,4,Public,5,Far,Medium
71,93,Medium,High,10,Yes,1,Public,2,Moderate,Medium
63,73,Low,Low,6,Yes,0,Public,2,Near,Medium
67,71,High,Medium,9,Yes,2,Public,1,Moderate,Low
68,82,High,Medium,8,Yes,2,Private,4,Near,Low
65,89,High,Low,4,Yes,2,Public,4,Near,Low
72,100,Low,High,6,No,1,Public,3,Moderate,Medium
61,65,Medium,Medium,8,Yes,1,Public,4,Moderate,Medium
60,62,Low,High,7,Yes,1,Public,5,Moderate,Medium
72,88,High,High,7,Yes,2,Public,2,Near,Medium
72,93,Medium,Medium,6,Yes,2,Public,3,Far,Medium
70,94,Low,Medium,6,Yes,2,Private,3,Near,Medium
67,87,Low,Medium,7,Yes,2,Public,3,Near,High
71,98,Medium,Medium,10,Yes,0,Private,1,Near,Medium
66,80,Medium,Low,6,Yes,0,Private,2,Near,Medium
72,97,High,High,6,Yes,0,Public,2,Near,Low
70,99,Medium,Medium,7,No,1,Public,4,Moderate,Medium
71,94,Medium,Low,5,Yes,2,Public,2,Moderate,Medium
64,72,Low,Low,8,Yes,2,Public,4,Far,High
66,68,Medium,Medium,5,No,3,Public,2,Moderate,Medium
64,82,High,Low,5,Yes,2,Public,4,Near,Low
67,78,Medium,Medium,5,Yes,0,Public,3,Moderate,Medium
67,95,Low,Low,5,Yes,3,Public,3,Moderate,High
64,64,High,Low,9,Yes,1,Public,3,Near,Medium
61,70,Low,Medium,8,Yes,0,Private,4,Moderate,Low
99,90,High,High,8,Yes,4,Private,2,Near,Medium
67,64,Medium,Medium,8,No,3,Public,4,Near,Low
72,73,Medium,High,7,Yes,3,Public,3,Near,High
66,75,Low,Low,7,Yes,1,Public,4,Moderate,Medium
68,85,Low,High,9,Yes,3,Public,2,Moderate,High
64,66,High,Low,9,Yes,1,Public,1,Near,Low
69,94,High,High,5,Yes,1,Public,2,Near,High
65,78,Medium,High,10,Yes,0,Public,4,Far,Low
66,97,Low,High,5,No,1,Public,4,Far,Medium
73,79,High,High,6,Yes,3,Public,4,Near,Low
66,66,Medium,Medium,7,Yes,3,Public,4,Moderate,High
65,60,Medium,Medium,10,Yes,3,Private,2,Near,Low
71,81,Medium,Medium,9,Yes,1,Public,2,Near,Low
58,64,Medium,Low,8,No,1,Public,2,Near,High
68,76,Medium,Medium,9,Yes,0,Private,3,Moderate,Medium
69,84,Medium,Medium,8,Yes,0,Public,4,Moderate,Medium
63,71,High,Low,6,Yes,0,Public,3,Near,Low
66,67,Medium,Medium,8,Yes,1,Public,5,Near,Medium
69,91,Medium,Medium,7,No,0,Public,3,Near,Medium
69,98,Medium,Low,6,Yes,3,Private,3,Near,Medium
63,64,High,Medium,9,Yes,2,Public,2,Near,Medium
65,66,Low,High,7,Yes,1,Public,3,Near,Medium
76,98,Low,High,5,Yes,2,Private,3,Near,Medium
67,62,High,Medium,6,Yes,0,Public,3,Near,High
70,99,Low,Medium,8,No,1,Public,3,Moderate,Medium
60,60,Medium,Low,9,Yes,1,Public,5,Moderate,Medium
68,95,High,Low,8,Yes,2,Public,3,Near,Medium
68,72,Medium,Medium,8,Yes,1,Public,3,Near,Medium
70,98,Low,High,6,Yes,2,Private,3,Near,Medium
68,73,Medium,High,7,Yes,1,Private,3,Moderate,High
69,86,High,High,7,Yes,3,Public,3,Near,Medium
62,63,Medium,Medium,7,Yes,0,Public,3,Near,Medium
64,70,High,Low,7,Yes,1,Private,4,Moderate,Medium
71,91,High,Medium,6,Yes,2,Private,2,Moderate,Low
68,81,Medium,Medium,8,Yes,1,Public,2,Near,Medium
72,97,High,Medium,5,Yes,0,Public,5,Near,High
64,77,Medium,Medium,5,Yes,1,Private,3,Far,Low
73,95,Medium,High,6,Yes,6,Public,3,Far,Medium
69,78,Medium,High,8,Yes,0,Public,3,Near,Low
70,99,Low,Medium,8,Yes,1,Private,3,Moderate,Medium
69,98,Medium,High,4,Yes,3,Public,2,Near,Medium
64,73,Medium,Low,8,Yes,1,Public,3,Far,Medium
66,95,Medium,Medium,7,Yes,2,Private,2,Near,Low
69,94,Medium,Medium,6,Yes,1,Public,2,Moderate,High
68,68,High,Medium,7,Yes,1,Private,3,Moderate,Low
65,85,Medium,Low,5,Yes,4,Public,3,Near,Medium
62,63,High,Low,7,Yes,4,Public,2,Moderate,Medium
75,93,High,High,5,Yes,2,Public,2,Near,Medium
60,67,Medium,Medium,6,Yes,0,Public,3,Near,Low
63,63,Medium,High,6,Yes,0,Public,4,Near,Medium
66,76,Medium,Low,8,Yes,2,Public,4,Far,Medium
67,83,High,Medium,7,Yes,0,Public,3,Near,Medium
68,94,Low,Medium,8,Yes,1,Public,3,Moderate,Medium
72,99,Medium,Medium,5,Yes,0,Public,3,Moderate,Medium
66,78,Low,Medium,7,Yes,0,Private,3,Near,High
63,62,Medium,Medium,8,Yes,0,Public,3,Near,Medium
71,90,Medium,High,9,Yes,1,Private,3,Moderate,Medium
67,83,Low,Medium,5,Yes,2,Public,3,Far,High
66,78,Medium,Medium,6,Yes,1,Public,3,Near,Medium
66,72,High,Medium,8,No,2,Private,2,Near,Medium
68,80,High,High,9,Yes,4,Public,2,Near,Medium
66,74,Medium,Medium,7,Yes,1,Public,3,Near,High
68,90,High,Medium,5,Yes,0,Public,3,Near,Medium
68,82,High,Medium,5,Yes,3,Public,1,Near,Medium
68,95,Low,Medium,7,Yes,0,Public,2,Near,Low
66,82,Medium,High,8,Yes,2,Private,3,Near,Low
66,70,High,Low,7,Yes,1,Private,2,Moderate,Medium
70,94,Medium,High,5,Yes,0,Public,3,Far,Low
68,82,High,Medium,9,Yes,1,Public,2,Near,Low
65,68,Medium,Medium,6,Yes,2,Public,3,Moderate,High
70,85,Low,High,8,Yes,1,Private,3,Near,High
66,74,Medium,Medium,4,Yes,3,Private,5,Far,Medium
68,94,Medium,High,9,No,0,Public,1,Moderate,Medium
64,78,Medium,Medium,6,Yes,1,Private,2,Moderate,High
69,89,Medium,Medium,9,Yes,0,Private,3,Near,Medium
65,64,Medium,Medium,8,Yes,2,Private,4,Near,Low
69,76,Medium,High,5,No,3,Public,3,Near,Low
66,99,Low,High,7,No,1,Private,4,Near,Low
68,92,High,Low,9,Yes,1,Public,2,Near,Medium
70,66,Medium,Medium,6,Yes,3,Public,2,Near,Medium
65,71,High,Medium,9,Yes,1,Public,3,Moderate,Medium
65,73,High,Medium,8,Yes,0,Private,2,Near,Medium
68,86,Medium,Low,9,Yes,1,Public,3,Near,Medium
67,90,Low,Medium,7,Yes,0,Public,3,Near,Low
72,90,High,High,7,Yes,0,Private,3,Near,Medium
70,80,High,High,10,Yes,1,Public,3,Moderate,High
72,92,Low,High,8,Yes,1,Private,3,Near,High
71,77,High,High,7,Yes,1,Public,5,Near,Low
64,65,Low,Medium,8,Yes,1,Private,4,Near,Low
69,83,Low,High,6,Yes,2,Public,5,Moderate,Medium
73,98,Medium,Medium,7,Yes,4,Public,1,Near,Medium
70,92,Low,High,9,Yes,1,Public,5,Far,Medium
68,83,High,Medium,7,Yes,1,Public,4,Near,Medium
71,86,High,Medium,6,Yes,2,Public,5,Moderate,Medium
71,97,Medium,High,6,Yes,1,Private,3,Near,Low
66,77,Low,High,7,Yes,0,Public,3,Near,High
68,73,Medium,High,6,Yes,3,Public,4,Near,Low
70,99,Medium,High,5,Yes,0,Public,2,Near,Low
72,95,Medium,Medium,5,Yes,3,Public,4,Near,Low
66,73,Low,High,9,Yes,1,Public,4,Near,High
65,79,Medium,High,7,No,3,Private,2,Near,Low
66,77,Medium,High,7,No,3,Private,3,Near,High
65,66,High,Medium,6,Yes,3,Private,1,Moderate,Low
72,98,High,Low,6,Yes,0,Private,4,Moderate,Low
68,76,Medium,Medium,6,Yes,2,Public,3,Near,Medium
68,95,Medium,Medium,7,Yes,0,Public,3,Near,High
67,68,Low,High,5,Yes,0,Public,4,Near,Medium
68,82,Medium,Medium,9,Yes,2,Public,2,Near,Low
67,61,High,Medium,7,Yes,1,Public,4,Moderate,High
69,91,Medium,High,7,Yes,3,Public,3,Moderate,Low
65,83,Low,Low,8,Yes,2,Private,2,Near,Medium
70,85,Medium,Medium,8,Yes,2,Public,4,Near,Medium
64,62,High,Medium,6,Yes,1,Public,2,Moderate,Low
66,68,Medium,Medium,8,Yes,2,Public,3,Near,Medium
64,63,Low,Medium,8,Yes,1,Public,1,Near,Medium
66,72,High,High,7,Yes,1,Public,2,Moderate,High
67,85,Medium,Medium,9,Yes,1,Private,2,Near,Medium
68,83,Medium,Low,8,Yes,3,Public,4,Near,Medium
71,84,Medium,Medium,8,Yes,5,Public,2,Moderate,Medium
67,82,High,Low,9,Yes,1,Private,3,Near,Medium
69,71,High,Medium,7,Yes,3,Public,2,Moderate,Medium
67,70,Medium,Low,7,Yes,1,Public,4,Near,Low
61,65,Low,High,8,Yes,4,Private,3,Moderate,Medium
68,94,Medium,Medium,7,Yes,0,Public,2,Moderate,Medium
67,85,Low,Low,8,Yes,2,Private,4,Near,Medium
64,67,Low,Medium,6,Yes,1,Public,4,Moderate,Low
63,67,Medium,Medium,4,Yes,3,Public,2,Moderate,Medium
72,95,Low,Medium,8,Yes,3,Public,4,Near,High
69,90,High,Medium,5,Yes,2,Public,2,Moderate,Low
66,86,Low,High,6,Yes,1,Public,2,Far,Medium
64,76,Medium,Medium,8,Yes,1,Private,3,Near,Low
61,70,Low,Medium,8,Yes,2,Public,4,Near,Medium
71,99,Medium,High,9,Yes,2,Public,4,Near,Medium
63,92,Low,Medium,4,Yes,0,Public,1,Near,Medium
65,72,Medium,Low,7,Yes,2,Public,4,Near,Low
71,94,High,Low,7,Yes,2,Public,5,Near,Medium
78,90,High,High,8,Yes,2,Private,1,Near,High
73,72,Medium,High,9,Yes,1,Private,3,Near,Low
65,77,Low,Medium,5,Yes,1,Private,3,Near,Low
66,67,Low,Medium,7,Yes,0,Public,4,Near,High
66,64,High,Low,8,Yes,3,Public,2,Near,Low
74,89,Medium,Medium,6,Yes,3,Public,3,Moderate,Medium
62,71,Medium,Low,10,Yes,4,Private,3,Near,Low
66,93,High,Low,6,Yes,1,Public,2,Near,Low
71,100,High,High,7,Yes,4,Public,4,Near,Medium
67,63,High,Medium,5,Yes,2,Public,2,Near,Medium
69,79,High,Low,7,Yes,0,Public,4,Near,Low
72,92,Medium,High,4,Yes,2,Public,4,Moderate,Medium
72,92,High,High,7,Yes,2,Public,4,Near,Medium
65,90,Medium,Medium,9,Yes,2,Public,2,Far,Medium
71,74,High,High,5,Yes,1,Public,5,Near,High
64,78,Medium,Medium,5,Yes,0,Private,1,Near,Medium
61,84,Medium,Low,9,Yes,1,Public,2,Moderate,Low
69,99,Medium,Low,9,Yes,1,Public,2,Moderate,Low
65,73,Low,Medium,5,Yes,1,Private,5,Moderate,Medium
69,97,Medium,Low,10,Yes,3,Public,4,Far,High
64,71,Medium,Medium,8,Yes,2,Public,3,Near,Low
69,100,Medium,Low,9,Yes,1,Public,4,Moderate,High
68,87,Medium,Medium,6,Yes,1,Private,4,Near,Low
63,79,Medium,Low,9,Yes,1,Public,2,Moderate,Low
66,85,Low,Medium,7,Yes,1,Public,2,Near,High
65,71,Medium,Medium,7,Yes,1,Private,4,Near,Low
66,71,High,Medium,8,Yes,2,Public,2,Moderate,Medium
67,65,Medium,Medium,6,Yes,3,Public,4,Near,Medium
62,65,Medium,High,5,Yes,3,Private,2,Near,Low
66,74,Medium,High,7,Yes,2,Public,2,Near,Medium
68,91,High,Medium,7,No,3,Public,3,Moderate,High
68,84,Medium,Medium,6,Yes,2,Public,5,Moderate,Medium
63,64,Low,Medium,9,Yes,0,Public,2,Moderate,Medium
66,94,High,Low,10,Yes,1,Public,3,Moderate,Medium
65,84,High,Low,6,No,3,Private,3,Near,Low
72,98,High,Medium,7,Yes,1,Public,1,Near,Medium
70,87,Medium,Medium,6,Yes,4,Private,3,Near,Medium
63,67,High,Low,10,Yes,1,Public,3,Near,Medium
65,79,Medium,Medium,8,Yes,0,Private,4,Near,Medium
65,86,High,Low,8,Yes,1,Private,1,Near,Low
66,61,High,High,9,Yes,1,Private,3,Near,Medium
68,61,High,Medium,7,Yes,0,Public,3,Moderate,High
64,65,Medium,Low,7,No,2,Public,4,Near,Low
66,70,High,Medium,9,Yes,3,Public,4,Moderate,Low
68,77,Low,Medium,8,Yes,3,Public,4,Moderate,Medium
64,79,Low,Medium,6,Yes,0,Public,2,Moderate,Medium
62,66,Medium,Medium,6,Yes,2,Public,3,Far,Low
67,87,Medium,Medium,6,No,0,Private,2,Near,Medium
67,84,Low,High,9,Yes,1,Public,3,Moderate,Medium
65,72,Medium,Medium,9,Yes,1,Private,2,Moderate,Low
59,61,Low,Medium,10,No,2,Public,4,Near,Medium
66,63,Medium,High,6,Yes,0,Public,2,Moderate,Low
68,76,High,Low,7,Yes,4,Public,2,Near,Medium
63,66,High,Medium,6,Yes,2,Public,3,Near,Medium
68,75,Medium,Low,7,Yes,2,Public,3,Near,Medium
68,85,High,Low,8,Yes,2,Public,3,Far,Low
66,82,Medium,Medium,7,Yes,3,Public,2,Moderate,Medium
63,69,High,Low,9,Yes,1,Private,2,Moderate,Low
61,74,Medium,Low,6,Yes,3,Private,2,Moderate,Low
68,85,High,Medium,8,Yes,0,Public,4,Near,Low
66,94,High,Low,6,Yes,0,Public,3,Near,Low
69,90,Medium,High,4,Yes,1,Public,4,Moderate,High
64,82,Medium,High,5,No,0,Public,3,Near,Medium
68,74,Medium,Medium,7,Yes,1,Private,3,Near,High
66,75,Medium,High,10,Yes,0,Public,2,Near,Low
68,95,Medium,Medium,6,Yes,0,Public,3,Near,Medium
62,62,Medium,High,7,Yes,2,Private,2,Moderate,Low
68,100,Medium,Low,8,Yes,1,Public,3,Near,Low
69,87,Medium,High,6,Yes,1,Private,3,Moderate,Medium
70,87,High,High,6,Yes,2,Private,3,Moderate,Medium
65,62,High,Medium,7,Yes,4,Public,2,Near,Low
68,84,Low,Medium,6,Yes,3,Public,3,Near,Medium
67,79,Medium,High,4,Yes,0,Public,2,Near,Low
64,64,Low,Medium,6,Yes,0,Public,4,Far,Medium
67,96,Medium,Low,8,Yes,1,Public,2,Near,Medium
66,82,High,Low,9,Yes,1,Private,3,Moderate,Medium
67,77,High,Low,9,Yes,2,Public,4,Near,Medium
63,63,Medium,Medium,6,No,2,Public,3,Far,Medium
69,89,Medium,Medium,6,Yes,3,Public,3,Moderate,Medium
70,88,High,High,6,Yes,3,Public,2,Near,Medium
70,85,High,Medium,7,Yes,0,Public,4,Moderate,Medium
65,80,High,Medium,6,Yes,0,Private,2,Near,Medium
64,77,Low,Low,7,Yes,2,Public,2,Moderate,Low
67,84,Medium,High,6,Yes,1,Public,3,Moderate,High
61,69,Low,Medium,8,Yes,1,Private,3,Near,Medium
70,98,Medium,High,6,Yes,1,Private,1,Near,Medium
68,84,High,Low,6,Yes,2,Private,4,Far,High
64,72,Medium,Medium,8,Yes,0,Public,2,Near,High
68,78,High,Medium,8,Yes,1,Private,2,Moderate,Medium
68,92,Medium,Low,7,Yes,1,Public,5,Near,Low
65,72,Low,Medium,8,Yes,1,Public,2,Moderate,Low
69,87,Low,Medium,10,Yes,4,Private,3,Near,Medium
63,73,Medium,High,8,Yes,2,Public,2,Moderate,Medium
69,92,Low,Medium,10,Yes,1,Public,3,Near,Medium
61,65,High,Low,7,No,3,Private,3,Near,Medium
69,91,Low,High,9,Yes,2,Private,3,Far,Medium
62,63,High,Medium,9,Yes,1,Public,3,Near,Low
58,61,Low,High,7,Yes,0,Public,2,Far,Medium
71,96,Medium,High,6,Yes,2,Public,3,Far,Medium
69,83,High,Low,6,Yes,5,Private,2,Far,Medium
68,74,High,Medium,8,Yes,1,Public,3,Moderate,High
61,69,Medium,Low,5,Yes,0,Private,2,Near,Medium
67,85,High,Medium,6,Yes,3,Private,2,Far,Medium
68,80,Medium,High,9,Yes,2,Public,3,Near,Medium
72,100,Medium,Medium,8,Yes,3,Public,3,Near,Medium
71,99,High,Low,4,Yes,1,Private,4,Near,Medium
67,85,Medium,Medium,5,No,3,Public,2,Near,Low
68,78,Medium,Medium,10,Yes,3,Private,4,Moderate,Medium
64,80,Medium,Medium,9,Yes,0,Public,2,Near,Medium
73,87,Medium,High,6,Yes,3,Private,0,Near,High
65,64,Low,Medium,5,Yes,0,Public,4,Near,Medium
67,73,Low,High,5,Yes,1,Private,2,Near,High
63,63,High,Medium,8,Yes,0,Private,4,Moderate,Low
63,63,Medium,Medium,10,Yes,0,Public,2,Near,Medium
69,68,Medium,Medium,10,Yes,4,Public,2,Near,High
68,79,High,High,5,Yes,1,Public,3,Near,Medium
68,91,Medium,Medium,7,Yes,2,Public,2,Near,Medium
